id,name,genre,artists,album,duration_ms,popularity,artist_count,album_freq,duration_min,genre_popularity,explicit_encoded,main_artist_encoded
3bD3GUKQ4kVMR9LHJo1iDo,Zaneh Irani,iranian,Vigen,Zane Irooni,282566,20.0,-0.435947590303664,-0.42909228568317015,1.185395750101153,16.36,0,0.00015873015873015873
36tqzHHYw0xu4axTDdsEyk,Jesus H. Macy,j-dance,Dance Gavin Dance,Acceptance Speech 2.0,205405,29.0,-0.435947590303664,-0.05174982339897525,0.11898165766741058,25.16,1,0.0022222222222222222
4gM814NneKElxn37F5Ht7G,Last Dance,j-dance,Eve,Otogi,240496,52.0,-0.435947590303664,-0.42909228568317015,0.6039615946510222,25.16,0,0.00031746031746031746
1j9KsUTYnupyZJzQ18RFAF,Jesus H. Macy,j-dance,Dance Gavin Dance,Acceptance Speech,204986,27.0,-0.435947590303664,-0.05174982339897525,0.11319081119406603,25.16,1,0.0022222222222222222
49C8nrvpeleLLF8FNnh5Cx,LAZY DANCE - Non Stop Mix ver.,j-dance,Yoko Oginome,"TOKYO 1980s Victor Edition (The Alternate Mix) Boogie, Funk & Modern Soul from Japan ～Non Stop Mix ver.～",172984,41.0,-0.435947590303664,-0.42909228568317015,-0.3290971812641011,25.16,0,0.00015873015873015873
6MR7SopsQSii7WTip7uV6U,Just The Two Of Us,j-dance,"Dance Fruits Music, RØDY",Just The Two Of Us,160052,33.0,0.8118805873033708,-0.42909228568317015,-0.5078256456872312,25.16,0,0.0011111111111111111
4J5tESA67i2yeXcD3qev9i,LAST DANCE,j-dance,Mamoru Miyano,LAST DANCE,225536,27.0,-0.435947590303664,-0.42909228568317015,0.3972048804714652,25.16,0,0.00031746031746031746
7JtPnInCkKyPqPoikB1baM,Jesus H. Macy (Tree City Sessions),j-dance,Dance Gavin Dance,Tree City Sessions 2,200700,23.0,-0.435947590303664,-0.42909228568317015,0.05395556540706204,25.16,1,0.0022222222222222222
1rozSWFaumcSqLVFHd0nB5,Demon dance tokyo,j-dance,Eve,OFFICIAL NUMBER,240319,40.0,-0.435947590303664,-0.42909228568317015,0.6015153420835232,25.16,0,0.00031746031746031746
0lYb5RiCtsUGNq7g7ls8cl,Just The Two Of Us - Sped Up,j-dance,"Dance Fruits Music, RØDY",Sped Up,145907,26.0,0.8118805873033708,-0.42909228568317015,-0.7033185415475144,25.16,0,0.0011111111111111111
31CIYPPoDux484OgdiagOG,Street Dancer(2021 REMASTER),j-dance,Hiromi Iwasaki,TSUTSUMI KYOHEI SINGLES & FAVORITES(2021 REMASTER),309626,30.0,-0.435947590303664,-0.42909228568317015,1.5593821595729989,25.16,0,0.00015873015873015873
2oO3Xb099G7XdHib5tAIot,Chocolate Jackalope,j-dance,Dance Gavin Dance,Mothership,230360,35.0,-0.435947590303664,-0.05174982339897525,0.46387562841278757,25.16,1,0.0022222222222222222
1sgPp9II6rNhynv60cOmlB,Tornado Dance,j-dance,DJ Shimamura,Tempocop,284000,15.0,-0.435947590303664,-0.42909228568317015,1.2052145420886855,25.16,0,0.0004761904761904762
5CDiQUHG8UcWL5RgScimJl,The Jiggler,j-dance,Dance Gavin Dance,Acceptance Speech 2.0,296383,25.0,-0.435947590303664,-0.05174982339897525,1.376355477361777,25.16,1,0.0022222222222222222
17JZ5WJ1XZfAMmI1s1OGB0,Disco (Bad dance doesn't matter),j-dance,chelmico,maze,223773,33.0,-0.435947590303664,-0.42909228568317015,0.37283909924829967,25.16,0,0.00015873015873015873
7Iu062uVQ6pZ564tgEmQcq,The Jiggler,j-dance,Dance Gavin Dance,Acceptance Speech,294640,24.0,-0.435947590303664,-0.05174982339897525,1.352266108858103,25.16,1,0.0022222222222222222
0GYiCFgpjlth5cksyqBzjT,LAST DANCE,j-dance,Mamoru Miyano,THE ENTERTAINMENT,226986,23.0,-0.435947590303664,-0.42909228568317015,0.41724480263459085,25.16,0,0.00031746031746031746
6FhhABinxDtRNKsicIv1EF,SUMMER JAM,j-dance,"Dance Fruits Music, Steve Void",SUMMER JAM,142080,35.0,0.8118805873033708,-0.42909228568317015,-0.7562101154221912,25.16,0,0.0011111111111111111
0r7YkYnvKDb82oSAQLPQxG,Last Dance,j-dance,Linobu,20,165011,27.0,-0.435947590303664,-0.42909228568317015,-0.43928911188934233,25.16,0,0.00015873015873015873
